ID,Salary
SID10000,1979.0750710346642
SID100030,2921.317136569689
SID100204,5218.275193305997
SID100220,2454.914927831991
SID100230,2362.9831146496126
SID100289,2789.285149673751
SID100340,1929.5905239947288
SID100393,2292.3227574940183
SID100395,5305.798870695408
SID100441,2710.076451180906
SID100477,3776.666285074737
SID100546,2158.7425259099405
SID10058,4388.431562070653
SID100610,4260.203136432592
SID10063,1972.6864204318533
SID100822,2587.1598940302238
SID100831,2077.310492695225
SID100966,2558.917164430953
SID101017,2966.54933049558
SID101252,4297.843618473313
SID101283,2028.1777384667
SID10136,2627.2691176279554
SID101371,2747.760524869257
SID101455,2165.3358767139534
SID10150,2768.8457638418095
SID10155,2230.7069158287095
SID101851,4154.26378923341
SID101934,1794.659269610082
SID102009,2358.2889322654933
SID102163,2282.615883875028
SID102172,2059.921237400252
SID102376,2588.7419685917166
SID10238,2453.7084738649583
SID102594,3394.3168311006493
SID102783,2498.2839431500634
SID102858,2676.0009718749106
SID103277,2521.345302727567
SID103302,3105.1650048393444
SID103306,2179.8656933138004
SID103346,4182.2070880458505
SID103419,2568.592957078686
SID103606,2222.4611453514303
SID103666,1788.7554372237482
SID103689,1732.4434672116208
SID103796,1745.2252330834792
SID103858,2255.387515062017
SID103891,1992.1162815625476
SID10404,3523.7648383181386
SID104048,2190.014373603632
SID10406,4779.521249574975
SID104206,3561.902453460525
SID10423,2371.7055141572127
SID104579,2441.373232772282
SID104645,2274.7212951399056
SID104714,2430.3198066641394
SID104874,3298.0313834508884
SID104928,2144.8728281375693
SID104934,2323.478599838917
SID104969,1974.8734800508287
SID104986,2099.5814526902254
SID105104,1718.1186695357273
SID105162,2035.5501562627428
SID105400,1884.6510461742494
SID10551,2401.00536859441
SID105678,2741.7006988983658
SID105705,2522.553037649413
SID106087,2036.5997261978787
SID106101,2239.392513298005
SID106182,1805.4308080040055
SID106198,2448.018427758242
SID106319,2461.4358265553137
SID106381,1705.2159221700517
SID106413,1515.192630274693
SID106746,2674.2876368168772
SID106899,2367.23646538424
SID106948,2188.8297840054965
SID107113,2350.972199738653
SID107158,2182.510169264535
SID10716,2794.220859998899
SID107167,2892.3298926051975
SID107186,2481.3111017465426
SID107435,2666.8243557277638
SID10752,2671.126715511865
SID107764,2451.5227481613697
SID107805,1955.4604284913828
SID108078,2315.527894436741
SID108110,2527.441888261318
SID108370,2644.805606410218
SID108437,2132.3918971675776
SID108442,2147.445801284401
SID108535,1816.0488599337818
SID10854,1910.8357638207062
SID108576,2600.704457356707
SID1086,3355.8836528368843
SID108777,3297.970473035254
SID108786,3388.5739206439116
SID108800,1625.8867680600551
SID108855,2243.973335891821
SID108874,3057.8020915216366
SID108922,2231.4112814429386
SID108969,2028.0046291124513
SID109084,2399.6605415417225
SID109281,2080.2471458198993
SID10931,2112.2814980687385
SID109386,2425.2756117264394
SID109762,1929.5171842067407
SID10985,4873.26925492694
SID109899,1903.4644626320626
SID109961,2615.680610910632
SID110104,3541.8578707259658
SID110128,2480.0640098272725
SID110208,2522.356844483758
SID110272,2815.5526899749607
SID110279,1819.6216957311544
SID110463,2544.6176829631268
SID110512,2534.039209911162
SID110565,2379.6797260102367
SID110587,2320.728628503327
SID11084,2559.724126475719
SID110876,3069.640534635322
SID1109,2215.201673261823
SID110901,2796.1891264198002
SID110915,3793.3442720123203
SID1110,2367.015938978546
SID111029,2262.578125430859
SID111274,2372.6704412552094
SID111277,2399.639282570434
SID111550,2178.460900428223
SID11156,3880.8083770757175
SID111741,3728.5370747216903
SID111822,1973.1927177522307
SID111972,3077.819588802355
SID112059,3452.265618489091
SID11235,2528.7955704451633
SID112360,1797.2387405406641
SID112483,2376.972555022228
SID112620,2471.376209797575
SID112643,2476.245538660442
SID112783,1614.5342949768205
SID11303,3092.7852043903777
SID113233,3858.371853080437
SID113382,2015.4695301555066
SID113486,2134.077778823386
SID113654,2299.840372258466
SID113762,2009.0830469055313
SID113910,3040.7092488085555
SID114059,2138.1969779345454
SID114080,3663.455762301739
SID11411,2617.5998264286136
SID114238,2351.7971228809083
SID114519,3410.519981803426
SID114531,2065.0314540383533
SID114559,2589.052424138006
SID114580,1909.7497786506099
SID114635,5024.085175179536
SID11464,3430.802719247804
SID114752,2302.87976335667
SID114925,2217.646170837373
SID114966,2194.0382234913004
SID115004,1946.4408112289627
SID115045,2345.034806768259
SID115088,2585.1133882346703
SID115178,2209.882525166906
SID115190,5330.533267289848
SID115196,2294.054977354138
SID115215,1957.059535203124
SID115226,1485.5441103386527
SID115325,3477.9471997286246
SID115525,5086.650140910584
SID115546,2145.937462377128
SID115581,2912.2674624979354
SID115597,2607.358673024473
SID115644,2123.9507340841787
SID115678,3630.6508327019174
SID115745,1917.6326547461376
SID11576,2335.201337901141
SID115837,3277.8943164055045
SID115842,4772.90141920455
SID115996,2234.2048606779117
SID116065,2882.2867649107793
SID116069,2310.590208168825
SID116128,2513.4067579751854
SID116203,2432.5794449403998
SID116226,2402.9080715207015
SID11623,2406.1457385987824
SID116334,3630.7884195619977
SID11634,2488.901245557364
SID116352,2326.452293571204
SID116403,2529.627020513276
SID116483,2296.756708644606
SID116655,2273.8605257406552
SID116668,2371.4712933118585
SID116763,2544.2081633821213
SID11681,2256.439728224207
SID116920,2464.7195409583082
SID116957,2049.070345145454
SID116958,2545.1894288243348
SID116970,2476.394135671714
SID117067,2120.9600726417375
SID117121,2145.0799912769767
SID117260,2447.2718262985045
SID117388,5953.967230287881
SID117408,2349.1704845488694
SID117432,4123.275997618187
SID117442,4636.318661333865
SID117462,3386.106446089516
SID117755,2016.7288035156162
SID117800,2262.1278467066168
SID117822,2374.186036790298
SID11784,1952.963164351609
SID117889,3240.8326667761507
SID117915,2279.636156603271
SID118018,2055.4054748072076
SID118128,3050.3458433991486
SID118218,3260.400370774288
SID118343,2239.8662918970276
SID118405,2640.852983664601
SID118463,2664.513022683509
SID118471,3812.355263973449
SID118506,1672.970045831286
SID118525,2279.349876551513
SID118554,2206.219524200177
SID118586,3244.5434978507105
SID118594,1893.5094449827695
SID118622,2300.307954264371
SID118679,3425.8282566554817
SID118688,3780.02088796219
SID118718,2708.4171417957514
SID118732,2471.37136326327
SID118791,1755.1260627697409
SID118869,3230.824245672749
SID118890,2896.912667609349
SID119001,1982.6251975276864
SID119028,2762.7031754085842
SID119118,2490.2504754996858
SID119152,1811.5113235000736
SID119223,2535.2723591106146
SID119229,2139.4672623201413
SID119298,2613.984091318962
SID119414,6048.934442044472
SID119469,2409.082839985444
SID11960,2089.588071193273
SID119621,2320.9129665638798
SID119624,1803.4075479429987
SID119731,2332.1107082715057
SID119795,3464.274538157518
SID119831,2581.711236999484
SID119839,2283.459450017978
SID119909,2341.5109033267913
SID119930,2612.9864128306026
SID119936,4572.214955762877
SID12011,2274.081995563915
SID120116,1962.292881347661
SID120215,3300.5228615264464
SID120303,6503.843056885463
SID120369,2977.130035890011
SID120377,2330.8888661591727
SID120403,2140.55162770044
SID120442,2055.8253126537656
SID120494,2238.632603818464
SID120523,2185.791616274668
SID120525,1823.9512569870526
SID120530,2238.6131074462373
SID12056,2778.8524628760306
SID120580,2464.0846235154986
SID120611,2181.477523217362
SID12063,2206.539527869342
SID120699,3128.264933663333
SID12078,3596.201379537199
SID120988,2663.6353880261718
SID120997,2427.309971994623
SID121067,2403.2384719152496
SID121093,3204.7350133321647
SID121201,2533.8862712297587
SID121278,2790.8001567301544
SID121394,2520.9871417599934
SID121395,2446.8021200013736
SID12141,3108.954204709577
SID121440,1953.7450563046366
SID121457,1914.6184499761798
SID121463,2272.12072319879
SID121489,3557.2633721869834
SID121525,2015.3877290686974
SID121657,1909.1128368277618
SID121686,2106.360701386497
SID121719,2211.8673446393254
SID121881,2303.4950124610446
SID121907,1994.9906964723523
SID121920,2173.0224452567186
SID122339,1708.3338507813703
SID122432,2944.1575452717143
SID122436,2192.15991449929
SID122617,2003.7485408020261
SID122650,2576.119640071659
SID122673,2555.519309985526
SID122712,2120.1059507612435
SID122748,2752.8773242303096
SID122836,2884.2127241003905
SID12286,2229.382408952353
SID122942,2069.5490680240314
SID123052,2342.6635593812384
SID123056,3017.5372790371334
SID123092,4242.619218987623
SID123126,2157.803102738631
SID123164,2843.4107851010126
SID123311,3479.836849257822
SID123414,2321.0211413750876
SID12355,2647.028019494532
SID123656,3497.871209664755
SID123859,3050.1929620160254
SID123886,2585.332512066746
SID123896,1919.6112694898536
SID123959,3590.472026393019
SID124108,2120.356424563814
SID124126,3426.343085593837
SID124176,4600.582735659047
SID124217,1952.0556141918491
SID124313,2115.744076573186
SID124353,3386.9813931465405
SID124361,3099.746157013026
SID124366,3037.1610074038754
SID124406,2483.27520549891
SID124445,2409.190177651704
SID124464,2391.763471292276
SID124479,2917.327364564906
SID124525,2555.0447396213576
SID124586,6609.517690229821
SID124640,2000.3729020141452
SID124642,3216.5348594373163
SID124715,3326.0335261655314
SID124767,1893.2607964317606
SID124851,2565.8523409825593
SID124855,2980.925333659973
SID12489,3440.345879818343
SID124939,2166.609840569484
SID124949,2640.8878187537075
SID124995,3352.630659285655
SID125153,2492.748460629487
SID125184,1810.8005546410168
SID125258,2190.21942313025
SID125296,2416.283501712278
SID125366,3193.056960048937
SID125404,2317.7919440655373
SID125434,2306.6191705474907
SID125437,2301.405774716647
SID125502,5016.011756725611
SID125611,3053.2513028667527
SID125689,2981.126878202838
SID125733,3281.5008129892303
SID125835,2277.867699562208
SID125862,1892.0467837144668
SID125915,2525.4004926855205
SID12600,2046.729493291264
SID126082,2807.5099709669194
SID126101,3008.6524684318033
SID126174,2716.0044895293468
SID126186,1770.9116829381014
SID126352,2605.08466099454
SID126499,3557.949105487134
SID126529,2250.085754043669
SID126540,6375.3422218423275
SID126565,2334.0307707298102
SID126587,2391.5732200320463
SID126651,4329.16640365024
SID126666,2301.0410520387213
SID126761,2338.960509745246
SID126878,2359.6398901996554
SID126943,1850.9881196666213
SID127107,2233.43280017557
SID12712,2402.659917497413
SID127126,2099.3518348089983
SID127266,2798.014192203261
SID127281,2330.195309390802
SID127305,2802.9237552455247
SID127347,4819.007262882576
SID127355,3442.493861545158
SID127366,1847.687281724263
SID127436,2299.6001929129234
SID127483,2100.167273600584
SID127534,2214.02060247441
SID127597,3523.438122158586
SID127677,2532.311492297293
SID127706,1561.0249893722266
SID127739,2609.470581973143
SID127747,2025.3298916041347
SID127762,2162.345087940016
SID12792,2486.069650268533
SID127938,2683.6674876320185
SID127939,3762.3083745299964
SID127941,2288.2246996387894
SID128014,2670.0990051416966
SID128026,2289.9067930267156
SID128046,2356.1267661257216
SID128281,2544.0482921586154
SID128305,1868.3219690566305
SID128317,2038.8999849200338
SID128347,2731.248401781938
SID128414,1561.0249893722266
SID128430,2082.346111541118
SID12857,2699.2877101803056
SID128626,3186.7166957886448
SID128872,3912.11986813763
SID128876,2149.981216188226
SID129056,2420.4936148859233
SID129065,2074.677979581045
SID129073,2054.29101058091
SID129082,2469.5668270422475
SID129094,2627.540367490666
SID129176,1952.4277077794936
SID129181,2344.578469434109
SID129202,4858.124053862002
SID129354,2351.831639951327
SID129355,2201.844962878296
SID129417,2549.060758949273
SID129455,2440.5727035944383
SID12946,2185.0995229051755
SID129487,2561.277939345255
SID129506,1865.549287420699
SID129531,2166.020040689857
SID129533,5701.3450884266595
SID129540,4924.915567385684
SID129604,2998.06528299575
SID129625,2417.576245135806
SID129626,2176.247195295293
SID12964,2185.0995229051755
SID12970,2254.3356512652413
SID129744,2285.4130435172638
SID129753,2660.962559982834
SID129768,2540.1709738697446
SID129809,1689.4386118286104
SID129815,2573.879175687065
SID129848,2435.7305779346557
SID130141,4463.806179976257
SID130186,2542.743821687212
SID130217,1860.8212675431828
SID130257,2677.8230374860145
SID130299,3599.0741323162565
SID130460,2263.6067947432557
SID130633,2574.718496640816
SID13069,2488.1749722058776
SID130709,2322.223028829767
SID130819,2106.447056395546
SID130859,2529.327388149331
SID130918,2059.970008269301
SID131003,2475.2529330547386
SID131104,4195.074642529007
SID131125,2201.217556939946
SID131155,2349.73853746043
SID131218,1775.5348092505621
SID131219,2114.4343380464866
SID131246,2375.9643575627656
SID131330,2046.4823605577606
SID131534,2033.4167987065607
SID131686,2892.5149714126387
SID131706,2374.080668908702
SID131758,2297.8066942500363
SID131823,2227.641228031484
SID131845,2338.0854523475427
SID131984,2392.761670943226
SID132006,2369.3827183351723
SID132045,2147.7567663947616
SID132068,2459.8595471242734
SID132084,3734.4635175779026
SID132286,1938.6330884876252
SID132320,3151.1257596293713
SID132362,2446.048031834831
SID132440,3117.4943992096596
SID132535,1601.5762577536148
SID132544,2064.6055997158796
SID132592,2284.3078931824725
SID132744,2920.9781347362364
SID132765,2740.378809699073
SID13277,2505.5500297313242
SID132779,3919.313951999101
SID132806,2168.510921550292
SID132869,5329.9431377617
SID132910,3504.2581598820593
SID132963,2113.660988545094
SID133109,2565.8523409825593
SID133144,3193.8762031012816
SID133177,2292.7689657971673
SID133235,2980.782297817027
SID133329,1778.4334889252764
SID13339,3167.2116083015367
SID133588,2024.1070961880537
SID133688,3655.9253267345166
SID133707,3079.0425988940115
SID133727,1684.8097887310453
SID133804,2968.6530055050944
SID133814,1993.1514644255592
SID133817,2720.748560520639
SID133867,2229.908977216951
SID133868,2248.618671470184
SID133879,3176.6660840256063
SID133884,2182.068146787066
SID133887,1797.2761450175585
SID133965,2699.658052277868
SID134102,3261.22231743083
SID134130,1862.2727677511307
SID134168,2654.349337948316
SID134169,4317.39211373939
SID134180,2109.127487270934
SID134184,2930.7243281829515
SID134314,1645.224089607155
SID134400,2089.516027601637
SID134433,2005.9097868914864
SID134472,1940.4215585681768
SID134602,3324.1141229597097
SID134710,2727.0649172790536
SID134920,2341.2220367488703
SID13495,3501.1104396522987
SID134998,2223.0134487499117
SID1351,3284.1885260671606
SID135172,2954.2771528404955
SID135262,2866.756974046796
SID135268,2456.1962526336547
SID135292,3100.0766831542974
SID135298,2589.2722744626117
SID135339,2089.9092216002514
SID135393,2298.1718025703385
SID135421,2093.665798244383
SID135431,4098.6859782274405
SID135460,1895.8369617528083
SID135466,3277.145763935269
SID135494,2224.0099064595593
SID13561,2510.8603037134208
SID135621,2281.968459884039
SID135629,2207.6301918703866
SID135747,2703.215293030372
SID135775,2634.2255382662247
SID135805,3042.4576192325835
SID135826,3892.3952616982924
SID135829,2508.721192199674
SID135831,2890.8463368781468
SID135847,4844.894861294408
SID135896,2512.0152341899297
SID135910,2614.886991710753
SID135920,2605.679494681677
SID135945,1551.3101170271561
SID135989,3283.3596896749573
SID136010,3533.672663790139
SID136063,2151.132994712395
SID136189,1629.9534165418975
SID136201,2627.1053284419922
SID136264,2927.8767045262475
SID136315,2307.302141377307
SID13635,1905.5258743016445
SID136407,3421.3519485475927
SID136481,2936.885389039102
SID136489,2075.8545654438085
SID136509,2938.6195096245456
SID13651,2802.8136556782606
SID136567,2672.4522880248055
SID136592,2144.823278700276
SID136751,2186.19823182162
SID136805,1744.4631663706907
SID136825,5554.637347258431
SID136857,3436.7435486685176
SID136862,2146.552897614154
SID136892,2799.141382192021
SID137013,3308.349417563396
SID137110,2097.465467280444
SID137299,1988.144048374568
SID137353,3176.9269399771283
SID137415,2316.1375241053966
SID137598,2897.113255609715
SID137611,2590.5282453386812
SID137633,4343.706621243204
SID137702,2659.2717456586197
SID137751,2118.101331001758
SID137820,2799.878755126276
SID137829,2436.4044505301918
SID137850,4322.775066742547
SID137862,2070.0674339783
SID137874,2015.3905800692505
SID137942,2480.267558505209
SID137987,1831.9796317888931
SID138019,2386.8218975132518
SID138049,2127.973809756509
SID138156,2303.2281174332043
SID138177,2585.8606000909335
SID138235,2116.2563002533343
SID138301,2998.3902539712312
SID138393,3879.6423425129506
SID138399,2706.9522132187863
SID138412,2484.6604222935684
SID138429,2161.406584676173
SID138486,2571.654291532313
SID138499,2472.7611908334084
SID138505,2696.9784654937544
SID138520,3408.277469705797
SID138529,2268.543816872635
SID138535,1601.4396906171519
SID138543,1976.2107951991634
SID138554,2927.990672982326
SID138567,2237.8762795730545
SID138570,3461.9335136443897
SID138707,3110.9060362056066
SID138729,3807.812522672888
SID138772,3470.767947650092
SID138798,2387.464708783452
SID13889,1880.8963620116
SID138920,4119.075679473146
SID138998,3460.017786947331
SID139019,2688.142077271993
SID139045,2276.8889650465962
SID139088,2118.371457094799
SID139158,2088.930648503348
SID139184,2737.938352818612
SID139209,2274.678426826924
SID139212,2439.8218686902555
SID13933,2701.053058491037
SID139457,2245.3978800260934
SID139519,2651.7048539612024
SID139523,2204.5326095693836
SID139528,3053.5887903192342
SID139586,2063.9313924339904
SID139716,2786.588982300969
SID139780,2839.199680979491
SID139927,2721.0752579411264
SID140050,3672.508558742041
SID140087,3212.6076294735076
SID140097,2148.0806400246593
SID140145,2040.7446990097044
SID140160,2498.377036499433
SID140265,2049.8837619499286
SID140336,2502.8787242436
SID14040,2561.567890707197
SID140452,2066.8888893059
SID140520,2197.6680850716994
SID140876,2575.2769629145396
SID140900,2504.482738729088
SID140930,3227.6292897209496
SID140970,3183.164252425875
SID140973,2396.3634928599317
SID140974,2036.4572994178493
SID140983,1971.8432149380642
SID14107,4262.669076456493
SID141080,2945.07647774412
SID141099,2634.456233993805
SID141100,2634.456233993805
SID141147,2190.936913436556
SID141168,2468.9143106190104
SID141190,2648.764027037898
SID141263,4435.707755009276
SID141334,2210.314674647694
SID141342,2675.3727685707518
SID141350,2374.9560164053532
SID14138,2699.6766442895687
SID141387,1938.3117950874216
SID141421,2847.7079557563993
SID141440,1846.4054322684915
SID141466,2053.419454169514
SID141473,2771.398808594754
SID141546,1726.2811005121685
SID141566,2478.055626574292
SID141658,2190.57201029346
SID141669,4556.625507351607
SID141785,2556.9632714050213
SID141789,2443.9730679242803
SID141879,1975.76389183295
SID141946,1924.6469198807279
SID141984,2130.894645123943
SID142112,2264.194325909652
SID142137,2008.8381546230664
SID14217,2801.8587665979644
SID142205,2203.921901841543
SID14225,2338.0571145815147
SID142375,2258.593415362559
SID142475,5885.907695548904
SID142489,3333.5907969896593
SID142565,3447.8220284719982
SID142673,3867.079677183913
SID142698,2133.528064699061
SID142699,2470.4369620671296
SID142742,3253.077154862369
SID142750,2351.099749920161
SID142809,2262.6308392072983
SID142856,2621.670975394804
SID142863,3743.1020446790703
SID142878,2463.001604125757
SID14292,3519.2177642603338
SID142920,2154.1172376538693
SID142989,2333.6408767156636
SID143025,2479.394618307562
SID143248,2753.7172774162646
SID143258,3879.1741611837533
SID143338,1988.889488535032
SID143550,2648.502191648637
SID143580,2196.000902433152
SID143603,1925.7983088763656
SID143709,2137.804987294746
SID14373,2692.1236515472297
SID143792,2224.761232669353
SID143953,2615.7213181929424
SID143996,2053.5168363762464
SID143997,2214.9098857035196
SID144061,2116.119113750367
SID144223,1957.635888423685
SID144267,2582.4736124355372
SID14427,2172.289223645275
SID144334,2340.9269775832936
SID144360,2412.5587552878746
SID144427,2769.4648973173166
SID144532,2857.5417455370275
SID144562,2399.172559046866
SID144634,2062.1221763229064
SID144713,3178.1005024556725
SID144753,2557.4918659929103
SID144812,2632.530022788288
SID144991,3294.835195827152
SID145009,3197.632325627899
SID145133,3094.3277753243756
SID145154,2263.8613240312966
SID145218,2209.9685090210855
SID145278,2666.8619272583633
SID145397,2567.561104699664
SID145416,2320.2550321248577
SID145567,2371.8688148283063
SID145574,2670.1861939947585
SID145611,2517.008932052014
SID14565,2374.3738575390034
SID145654,2307.540638374698
SID145723,4048.864793797837
SID145767,1800.0581550579511
SID145787,2952.687411104759
SID145815,1903.1868688074546
SID145835,3318.1872291207374
SID145870,2860.7090615098787
SID145885,2509.429286024875
SID1459,3231.1256474710567
SID145924,2691.291554130627
SID145946,2438.113331195298
SID145965,2721.3546438114804
SID146022,2089.9314328993687
SID146056,5103.950881178653
SID146078,3204.850636341734
SID146110,2242.107442360307
SID146131,2063.1729833760305
SID146143,2209.7391903739863
SID146202,2053.0690137200927
SID146208,3550.2205981521797
SID146338,3559.6164337262203
SID146436,4475.710398899531
SID146445,3034.896664027713
SID146546,2336.007616166717
SID146553,2262.528748346655
SID146694,1915.4344684813668
SID146711,2243.816206369713
SID146891,2265.4235444828373
SID146944,4537.804184006568
SID146981,2304.5866064336606
SID147130,2563.0376513927986
SID147298,3587.5940486652084
SID147506,2572.314364183689
SID147680,4970.671828613341
SID14769,2373.644280228615
SID147692,2233.486042817418
SID147718,2229.7981193698115
SID147730,2430.207106030027
SID147787,2420.6582879198318
SID147901,1789.4761812606607
SID147907,1708.4696823952852
SID148019,2595.408621409018
SID14806,2825.9233586465793
SID14807,2236.1551009228665
SID148158,1720.2464168648964
SID148172,1639.1273780410465
SID148221,3266.2266553375453
SID148304,2476.6701187764343
SID148392,2444.2108114466273
SID14869,2525.0434003156984
SID148705,3177.458602558301
SID148734,2221.648418425816
SID148803,1977.4107718898624
SID148818,2227.695179732539
SID148877,2277.63067687347
SID148909,2234.421759809221
SID148960,2024.970643588259
SID148961,2584.018101646683
SID149007,2759.908609353248
SID149026,1864.6194929740186
SID149079,2979.3437837653396
SID149210,2735.173962928132
SID149224,2343.973434502507
SID149237,2114.251341086156
SID149285,3715.6855816009534
SID149295,3580.088834102243
SID149337,2687.599465956668
SID14941,2114.9368948041088
SID149479,3193.076190429429
SID149499,2278.805763720941
SID149538,2032.434033109738
SID149555,2183.2455488381424
SID149671,2188.1176836982827
SID149705,1867.7065262230383
SID149726,2515.731333888275
SID149734,2992.8304897871412
SID14989,4959.766627172037
SID14990,2299.8376748196815
SID149925,2920.052242960613
